"sample","UMAP1","UMAP2","source","lineage"
"TCGA-BC-A8YO-01",0.536280503773281,-8.69888087006551,"patient tumor","liver"
"TCGA-BD-A2L6-11",-0.502469110694922,-9.07545991886318,"patient tumor","liver"
"TCGA-BD-A2L6-01",0.510780058713202,-9.37557364162683,"patient tumor","liver"
"TCGA-BD-A3EP-11",-1.18708094590119,-9.74617673465818,"patient tumor","liver"
"TCGA-BD-A3EP-01",0.718966560162245,-8.4993071323865,"patient tumor","liver"
"TCGA-BD-A3ER-01",0.924068347562904,-8.79887357806035,"patient tumor","liver"
"TCGA-BW-A5NO-01",0.442714720272052,-9.30809281660697,"patient tumor","liver"
"TCGA-BW-A5NP-01",1.21391587374557,-7.69004186630272,"patient tumor","liver"
"TCGA-BW-A5NQ-01",1.94350389209685,-8.58564262287922,"patient tumor","liver"
"TCGA-CC-5258-01",1.51937817118262,-7.69197821243743,"patient tumor","liver"
"TCGA-CC-5259-01",1.4745574920024,-8.7036838965808,"patient tumor","liver"
"TCGA-CC-5260-01",0.139583010006236,-4.50169143962749,"patient tumor","liver"
"TCGA-CC-5261-01",0.792607844569545,-7.53932911753351,"patient tumor","liver"
"TCGA-CC-5262-01",1.05167822965811,-8.64033298282699,"patient tumor","liver"
"TCGA-CC-5263-01",0.528614343084531,-7.80678980000202,"patient tumor","liver"
"TCGA-CC-5264-01",0.475113174951182,-8.77651607513789,"patient tumor","liver"
"TCGA-CC-A123-01",1.61774438819825,-8.43486968766128,"patient tumor","liver"
"TCGA-CC-A1HT-01",0.515363627041188,-7.21500893069385,"patient tumor","liver"
"TCGA-CC-A3M9-01",-0.278777050967526,0.393698890593747,"patient tumor","liver"
"TCGA-CC-A3MA-01",0.225144102207481,-4.92014353823901,"patient tumor","liver"
"TCGA-CC-A3MB-01",0.671478156089239,-8.72084189171143,"patient tumor","liver"
"TCGA-CC-A3MC-01",0.752206136610736,-8.42970787015181,"patient tumor","liver"
"TCGA-CC-A5UC-01",1.47772519364221,-7.75181941198284,"patient tumor","liver"
"TCGA-CC-A5UD-01",2.08930873816856,-8.9600761295409,"patient tumor","liver"
"TCGA-CC-A5UE-01",1.26271006497066,-8.6078313488521,"patient tumor","liver"
"TCGA-CC-A7IE-01",1.47588876937966,-7.69431699615586,"patient tumor","liver"
"TCGA-CC-A7IF-01",0.570367926880295,-8.89566829138817,"patient tumor","liver"
"TCGA-CC-A7IG-01",1.02975838722963,-7.89890271950544,"patient tumor","liver"
"TCGA-CC-A7IH-01",2.39500946992901,-9.71077958175679,"patient tumor","liver"
"TCGA-CC-A7II-01",1.40022401492572,-7.51056215273726,"patient tumor","liver"
"TCGA-CC-A7IJ-01",-0.293572730963698,0.436359712261835,"patient tumor","liver"
"TCGA-CC-A7IK-01",2.10149809042335,-9.32287892634936,"patient tumor","liver"
"TCGA-CC-A7IL-01",1.94436126664885,-9.50769474632129,"patient tumor","liver"
"TCGA-CC-A8HS-01",1.14984017969155,-7.61346528091341,"patient tumor","liver"
"TCGA-CC-A8HT-01",0.821805966296796,-8.34615171873439,"patient tumor","liver"
"TCGA-CC-A8HU-01",0.771875582923917,-8.86319062828034,"patient tumor","liver"
"TCGA-CC-A8HV-01",0.89603422861483,-7.74295800054073,"patient tumor","liver"
"TCGA-CC-A9FS-01",0.668333413295171,-8.90245425092007,"patient tumor","liver"
"TCGA-CC-A9FU-01",1.67414441157358,-7.8928031929201,"patient tumor","liver"
"TCGA-CC-A9FV-01",-3.57542337193564,-0.979005989045058,"patient tumor","liver"
"TCGA-CC-A9FW-01",1.76778556946751,-7.99569108818584,"patient tumor","liver"
"TCGA-DD-A113-11",-1.13832660514694,-9.72296599363005,"patient tumor","liver"
"TCGA-DD-A113-01",0.66716245148005,-8.5420921112183,"patient tumor","liver"
"TCGA-DD-A114-11",-0.617952481986325,-9.19696591849241,"patient tumor","liver"
"TCGA-DD-A114-01",0.479463600014132,-7.6370883149853,"patient tumor","liver"
"TCGA-DD-A115-01",0.323103149759835,-9.32238450152692,"patient tumor","liver"
"TCGA-DD-A116-11",-0.82174522724669,-9.60063504540302,"patient tumor","liver"
"TCGA-DD-A116-01",2.09856443037729,-9.45577723924121,"patient tumor","liver"
"TCGA-DD-A118-11",-1.0549462585337,-9.69851217408508,"patient tumor","liver"
"TCGA-DD-A118-01",0.354940013798571,-8.3341449403965,"patient tumor","liver"
"TCGA-DD-A119-11",-1.01146386864902,-9.62653929002761,"patient tumor","liver"
"TCGA-DD-A119-01",1.4758137199702,-8.84059177490444,"patient tumor","liver"
"TCGA-DD-A11A-11",-1.12482161670117,-9.71319376657928,"patient tumor","liver"
"TCGA-DD-A11A-01",0.720810270654988,-9.36548095607256,"patient tumor","liver"
"TCGA-DD-A11B-11",-0.635344276408937,-9.4836689681254,"patient tumor","liver"
"TCGA-DD-A11B-01",0.205796614308891,-9.2881549032839,"patient tumor","liver"
"TCGA-DD-A11C-11",-0.84993431900318,-9.63632351321287,"patient tumor","liver"
"TCGA-DD-A11C-01",0.159051595662801,-9.2732845386811,"patient tumor","liver"
"TCGA-DD-A11D-11",-0.665358558191497,-9.20959278822879,"patient tumor","liver"
"TCGA-DD-A11D-01",0.368557484348302,-9.34966500187378,"patient tumor","liver"
"TCGA-DD-A1EA-01",2.16466917174112,-9.49382724041121,"patient tumor","liver"
"TCGA-DD-A1EB-11",-0.963439706823922,-9.64426952938691,"patient tumor","liver"
"TCGA-DD-A1EB-01",-0.0384701434846267,-9.57865407588938,"patient tumor","liver"
"TCGA-DD-A1EC-11",-0.882517574828849,-9.47046472109264,"patient tumor","liver"
"TCGA-DD-A1EC-01",0.310471325180481,-7.98583996979426,"patient tumor","liver"
"TCGA-DD-A1ED-01",-0.425236736006218,-9.41164292415517,"patient tumor","liver"
"TCGA-DD-A1EE-11",-0.783481771187105,-9.31275234465997,"patient tumor","liver"
"TCGA-DD-A1EE-01",2.09866990325485,-9.45790681974552,"patient tumor","liver"
"TCGA-DD-A1EF-01",1.3855957567291,-7.72854924686693,"patient tumor","liver"
"TCGA-DD-A1EG-11",-0.812272004337659,-9.33159521214894,"patient tumor","liver"
"TCGA-DD-A1EG-01",1.03241586534241,-8.47091439733147,"patient tumor","liver"
"TCGA-DD-A1EH-11",-0.970061155424266,-9.63033351513528,"patient tumor","liver"
"TCGA-DD-A1EH-01",1.16752153600183,-7.59872983902736,"patient tumor","liver"
"TCGA-DD-A1EI-11",-0.823011199447289,-9.56765609107124,"patient tumor","liver"
"TCGA-DD-A1EI-01",0.579531732717733,-8.42403172883089,"patient tumor","liver"
"TCGA-DD-A1EJ-11",-0.999601802561493,-9.57997152539108,"patient tumor","liver"
"TCGA-DD-A1EJ-01",1.6415414679853,-7.88176530954825,"patient tumor","liver"
"TCGA-DD-A1EK-01",0.477378827969164,-9.03881005914422,"patient tumor","liver"
"TCGA-DD-A1EL-11",-0.78044163171882,-9.4627107113969,"patient tumor","liver"
"TCGA-DD-A1EL-01",2.13358943217118,-9.03436027180502,"patient tumor","liver"
"TCGA-DD-A39V-11",-0.945293333849923,-9.59361831697166,"patient tumor","liver"
"TCGA-DD-A39V-01",1.8784920656061,-8.83493009838589,"patient tumor","liver"
"TCGA-DD-A39W-11",-1.03284456806346,-9.66935529813585,"patient tumor","liver"
"TCGA-DD-A39W-01",2.21848025472622,-9.55144121475507,"patient tumor","liver"
"TCGA-DD-A39X-11",-1.0206534912197,-9.64126085586485,"patient tumor","liver"
"TCGA-DD-A39X-01",1.33920750628667,-8.77570880569536,"patient tumor","liver"
"TCGA-DD-A39Y-01",1.50183692013727,-8.46511861473434,"patient tumor","liver"
"TCGA-DD-A39Z-11",-0.994837315247067,-9.62988231679809,"patient tumor","liver"
"TCGA-DD-A39Z-01",1.44002549923795,-8.87724899718346,"patient tumor","liver"
"TCGA-DD-A3A1-11",-0.775465567052403,-9.27188654349213,"patient tumor","liver"
"TCGA-DD-A3A1-01",1.3799043168554,-8.91156292630044,"patient tumor","liver"
"TCGA-DD-A3A2-11",-1.00967998836205,-9.63591991986115,"patient tumor","liver"
"TCGA-DD-A3A2-01",-0.138568725169406,-9.6218292916861,"patient tumor","liver"
"TCGA-DD-A3A3-11",-0.8828493521286,-9.40791489669294,"patient tumor","liver"
"TCGA-DD-A3A3-01",1.5093610056584,-8.88724379997502,"patient tumor","liver"
"TCGA-DD-A3A4-11",-0.800249047135727,-9.35590329040083,"patient tumor","liver"
"TCGA-DD-A3A4-01",1.13253153185739,-9.32373758464162,"patient tumor","liver"
"TCGA-DD-A3A5-11",-1.17572673015092,-9.75888556640204,"patient tumor","liver"
"TCGA-DD-A3A5-01",0.754081712950249,-9.35847227660469,"patient tumor","liver"
"TCGA-DD-A3A6-11",-1.06304764902759,-9.65615433448369,"patient tumor","liver"
"TCGA-DD-A3A6-01",-3.52233390184758,-1.03679828250465,"patient tumor","liver"
"TCGA-DD-A3A7-01",1.44561803487476,-8.75331435353447,"patient tumor","liver"
"TCGA-DD-A3A8-11",-0.926967933747443,-9.56604858714181,"patient tumor","liver"
"TCGA-DD-A3A8-01",2.36405282187121,-9.73202720684982,"patient tumor","liver"
"TCGA-DD-A3A9-01",0.88074193756701,-8.15768182589052,"patient tumor","liver"
"TCGA-DD-A4NA-01",0.100158101406511,-4.43737257893251,"patient tumor","liver"
"TCGA-DD-A4NB-01",0.166520091753283,-8.23920738193295,"patient tumor","liver"
"TCGA-DD-A4ND-01",0.158388844505333,-8.45082204433339,"patient tumor","liver"
"TCGA-DD-A4NE-01",0.422113876232048,-8.94941335194652,"patient tumor","liver"
"TCGA-DD-A4NF-01",2.35777354159006,-9.67243865309509,"patient tumor","liver"
"TCGA-DD-A4NG-01",1.64605296289621,-9.33089254953006,"patient tumor","liver"
"TCGA-DD-A4NH-01",0.776989596380526,-7.67957737626022,"patient tumor","liver"
"TCGA-DD-A4NI-01",-0.0872328911981229,-9.47787202767914,"patient tumor","liver"
"TCGA-DD-A4NJ-01",0.461938207962693,-8.7953058234038,"patient tumor","liver"
"TCGA-DD-A4NK-01",0.141320272581876,-9.62117847657947,"patient tumor","liver"
"TCGA-DD-A4NL-01",-0.294151462980373,-9.40243851887868,"patient tumor","liver"
"TCGA-DD-A4NN-01",0.994143572267793,-7.75531830330438,"patient tumor","liver"
"TCGA-DD-A4NO-01",0.906166346132894,-8.94320985219199,"patient tumor","liver"
"TCGA-DD-A4NP-01",2.1688255428741,-9.70343959833403,"patient tumor","liver"
"TCGA-DD-A4NQ-01",0.727376531553535,-8.30376631563562,"patient tumor","liver"
"TCGA-DD-A4NR-01",0.8033699944768,-8.19558790728658,"patient tumor","liver"
"TCGA-DD-A4NS-01",-0.320490099736337,-8.7654510794512,"patient tumor","liver"
"TCGA-DD-A4NV-01",-0.145367709160016,-9.47128269686895,"patient tumor","liver"
"TCGA-DD-A73A-01",0.970085160646252,-9.17982111805733,"patient tumor","liver"
"TCGA-DD-A73B-01",0.523425651346325,-9.35852846105058,"patient tumor","liver"
"TCGA-DD-A73C-01",-0.0659951170341889,-9.5710742667035,"patient tumor","liver"
"TCGA-DD-A73D-01",2.24861773228363,-9.61577775592611,"patient tumor","liver"
"TCGA-DD-A73E-01",2.37333161566433,-9.68058992428937,"patient tumor","liver"
"TCGA-DD-A73F-01",0.32155636106716,-9.17243675160406,"patient tumor","liver"
"TCGA-DD-A73G-01",1.51728639498982,-8.41450284561969,"patient tumor","liver"
"TCGA-DD-AA3A-01",0.176694118759649,-4.62397343054214,"patient tumor","liver"
"TCGA-DD-AAC8-01",2.15619383152014,-9.12767151667466,"patient tumor","liver"
"TCGA-DD-AAC9-01",1.22632078988919,-8.96124583911352,"patient tumor","liver"
"TCGA-DD-AACA-01",2.13137829433549,-9.45388167793536,"patient tumor","liver"
"TCGA-DD-AACA-02",2.01638729262616,-9.31952759957729,"patient tumor","liver"
"TCGA-DD-AACB-01",1.98148985512831,-8.70636897329271,"patient tumor","liver"
"TCGA-DD-AACC-01",0.986116667459394,-8.26414936624021,"patient tumor","liver"
"TCGA-DD-AACD-01",1.52191823560204,-8.93019601404801,"patient tumor","liver"
"TCGA-DD-AACE-01",0.212946078727944,-9.64417962614861,"patient tumor","liver"
"TCGA-DD-AACF-01",0.539193548862919,-9.41522513269014,"patient tumor","liver"
"TCGA-DD-AACG-01",1.57771433706374,-8.5238402266215,"patient tumor","liver"
"TCGA-DD-AACH-01",0.690477922286747,-8.28347386100952,"patient tumor","liver"
"TCGA-DD-AACI-01",1.26615281738506,-8.61068408807279,"patient tumor","liver"
"TCGA-DD-AACJ-01",1.76909840164017,-9.16608407886013,"patient tumor","liver"
"TCGA-DD-AACK-01",1.35571687298459,-9.30237997916848,"patient tumor","liver"
"TCGA-DD-AACL-01",1.49758307656435,-7.69339911843428,"patient tumor","liver"
"TCGA-DD-AACN-01",0.976377754554155,-7.71740238677165,"patient tumor","liver"
"TCGA-DD-AACO-01",1.42486157787567,-8.79871179943318,"patient tumor","liver"
"TCGA-DD-AACP-01",1.7425861456966,-7.88830592390827,"patient tumor","liver"
"TCGA-DD-AACQ-01",0.479246409038582,-9.25744510977074,"patient tumor","liver"
"TCGA-DD-AACS-01",0.46021836206695,-9.20236930653243,"patient tumor","liver"
"TCGA-DD-AACT-01",1.13907923481776,-8.78809786219191,"patient tumor","liver"
"TCGA-DD-AACU-01",0.728639296730207,-9.02710240510377,"patient tumor","liver"
"TCGA-DD-AACV-01",0.400580321918316,-9.42646077791792,"patient tumor","liver"
"TCGA-DD-AACW-01",1.52947288264524,-7.8756957897352,"patient tumor","liver"
"TCGA-DD-AACX-01",2.03329737735953,-9.42210830261287,"patient tumor","liver"
"TCGA-DD-AACY-01",1.16455503200684,-8.88906032594478,"patient tumor","liver"
"TCGA-DD-AACZ-01",1.55098350535637,-7.72876216874907,"patient tumor","liver"
"TCGA-DD-AAD0-01",2.33127961969561,-9.67392083332938,"patient tumor","liver"
"TCGA-DD-AAD1-01",0.622883757293476,-7.76295767637139,"patient tumor","liver"
"TCGA-DD-AAD2-01",0.866630049254735,-8.50620433696728,"patient tumor","liver"
"TCGA-DD-AAD3-01",0.629430209653523,-8.93660432118952,"patient tumor","liver"
"TCGA-DD-AAD5-01",0.653952843568818,-7.97337784379701,"patient tumor","liver"
"TCGA-DD-AAD6-01",1.89406242038357,-9.25343941163002,"patient tumor","liver"
"TCGA-DD-AAD8-01",0.498854279400166,-9.20133848339315,"patient tumor","liver"
"TCGA-DD-AADA-01",0.661971828161624,-8.19514667813092,"patient tumor","liver"
"TCGA-DD-AADB-01",1.56178388680254,-7.75426408426657,"patient tumor","liver"
"TCGA-DD-AADC-01",1.92294216499364,-8.85124155886113,"patient tumor","liver"
"TCGA-DD-AADD-01",1.83229958688602,-8.33468501498544,"patient tumor","liver"
"TCGA-DD-AADF-01",0.870762697739168,-9.3463060863051,"patient tumor","liver"
"TCGA-DD-AADG-01",2.34911964143066,-9.69201665528187,"patient tumor","liver"
"TCGA-DD-AADI-01",0.952145694686047,-7.93769906854715,"patient tumor","liver"
"TCGA-DD-AADJ-01",1.46626198515714,-7.97857778420586,"patient tumor","liver"
"TCGA-DD-AADK-01",0.898853602645879,-8.54880427658319,"patient tumor","liver"
"TCGA-DD-AADL-01",0.542988103838069,-9.30769217062996,"patient tumor","liver"
"TCGA-DD-AADM-01",1.45812947162104,-8.80025497217961,"patient tumor","liver"
"TCGA-DD-AADN-01",1.63062808483461,-8.32512029075319,"patient tumor","liver"
"TCGA-DD-AADO-01",1.62091286903661,-8.33216398373042,"patient tumor","liver"
"TCGA-DD-AADP-01",0.587900903137179,-8.93426143495748,"patient tumor","liver"
"TCGA-DD-AADQ-01",1.25196472506778,-9.14899235083932,"patient tumor","liver"
"TCGA-DD-AADR-01",1.20496325097659,-9.06383356952136,"patient tumor","liver"
"TCGA-DD-AADS-01",1.47826706658261,-8.93272313042464,"patient tumor","liver"
"TCGA-DD-AADU-01",2.20114108184531,-9.5948944970172,"patient tumor","liver"
"TCGA-DD-AADV-01",0.425209419313143,-9.30135267374265,"patient tumor","liver"
"TCGA-DD-AADW-01",0.953580781251207,-7.59420414855131,"patient tumor","liver"
"TCGA-DD-AADY-01",0.903332514719278,-7.94700442669682,"patient tumor","liver"
"TCGA-DD-AAE0-01",0.931766067746383,-7.75526231677396,"patient tumor","liver"
"TCGA-DD-AAE1-01",1.48147186338714,-7.83753401617613,"patient tumor","liver"
"TCGA-DD-AAE2-01",0.231999064431381,-9.3412193843274,"patient tumor","liver"
"TCGA-DD-AAE3-01",1.21092478726678,-9.31034215289656,"patient tumor","liver"
"TCGA-DD-AAE4-01",1.21414850464598,-9.16204941546935,"patient tumor","liver"
"TCGA-DD-AAE6-01",0.841241699222936,-9.1337079853038,"patient tumor","liver"
"TCGA-DD-AAE7-01",0.899201191137623,-9.24826137201869,"patient tumor","liver"
"TCGA-DD-AAE9-01",2.42150721491519,-9.72200806143128,"patient tumor","liver"
"TCGA-DD-AAEA-01",0.801434999944536,-9.35770453250548,"patient tumor","liver"
"TCGA-DD-AAEB-01",2.24511662958976,-9.71418837245403,"patient tumor","liver"
"TCGA-DD-AAED-01",1.06353830454244,-7.92420955592935,"patient tumor","liver"
"TCGA-DD-AAEE-01",1.94059085277548,-9.30406310239416,"patient tumor","liver"
"TCGA-DD-AAEG-01",1.00388778260984,-8.54524841269474,"patient tumor","liver"
"TCGA-DD-AAEH-01",1.11391432894038,-9.0866022386839,"patient tumor","liver"
"TCGA-DD-AAEI-01",1.13264934920392,-9.15744568620786,"patient tumor","liver"
"TCGA-DD-AAEK-01",0.405551183454447,-8.88584958988534,"patient tumor","liver"
"TCGA-DD-AAVP-01",2.26907873688483,-9.64238623094953,"patient tumor","liver"
"TCGA-DD-AAVQ-01",0.980904641158483,-7.98730205055746,"patient tumor","liver"
"TCGA-DD-AAVR-01",0.69598009101705,-8.34884750311778,"patient tumor","liver"
"TCGA-DD-AAVS-01",1.09047112772383,-7.82882801004409,"patient tumor","liver"
"TCGA-DD-AAVU-01",1.49593936275107,-8.88821997100159,"patient tumor","liver"
"TCGA-DD-AAVV-01",1.03732565982705,-8.52917338547078,"patient tumor","liver"
"TCGA-DD-AAVW-01",0.710414503691363,-8.09384237718538,"patient tumor","liver"
"TCGA-DD-AAVX-01",1.23336300640835,-9.19845448235998,"patient tumor","liver"
"TCGA-DD-AAVY-01",2.35749391617485,-9.70567594867091,"patient tumor","liver"
"TCGA-DD-AAVZ-01",1.09163329065798,-7.81727066634306,"patient tumor","liver"
"TCGA-DD-AAW0-01",0.538006767290551,-8.75269233372427,"patient tumor","liver"
"TCGA-DD-AAW1-01",2.35555117318056,-9.68787088066312,"patient tumor","liver"
"TCGA-DD-AAW2-01",2.37645521285455,-9.73104599905012,"patient tumor","liver"
"TCGA-DD-AAW3-01",2.22387874215859,-9.6023786674949,"patient tumor","liver"
"TCGA-ED-A459-01",1.01063268044152,-8.59786829271459,"patient tumor","liver"
"TCGA-ED-A4XI-01",0.0669461633967824,-8.69392754056741,"patient tumor","liver"
"TCGA-ED-A5KG-01",0.659150962364778,-7.77429163411092,"patient tumor","liver"
"TCGA-ED-A627-01",-0.44337114855681,-8.87591992923876,"patient tumor","liver"
"TCGA-ED-A66X-01",0.962720540662159,-7.74684630370078,"patient tumor","liver"
"TCGA-ED-A66Y-01",1.13654196945162,-7.61980027336878,"patient tumor","liver"
"TCGA-ED-A7PX-01",0.181630242253702,-4.6549129626347,"patient tumor","liver"
"TCGA-ED-A7PY-01",1.11727122686832,-7.85365012557285,"patient tumor","liver"
"TCGA-ED-A7PZ-01",1.92715528329345,-8.60516855812289,"patient tumor","liver"
"TCGA-ED-A7XO-01",0.672588986412033,-9.33439761903582,"patient tumor","liver"
"TCGA-ED-A7XP-01",1.81566545683276,-9.3413359328202,"patient tumor","liver"
"TCGA-ED-A82E-01",0.163586386150355,-4.55551277877035,"patient tumor","liver"
"TCGA-ED-A8O5-01",1.25824224954143,-7.69986479694208,"patient tumor","liver"
"TCGA-ED-A8O6-01",1.30771236842616,-7.81526378149202,"patient tumor","liver"
"TCGA-ED-A97K-01",0.200015354458068,-5.34829091519587,"patient tumor","liver"
"TCGA-EP-A12J-11",-0.739215227442428,-9.2870744647114,"patient tumor","liver"
"TCGA-EP-A12J-01",2.42198798654703,-9.75965612010506,"patient tumor","liver"
"TCGA-EP-A26S-11",-1.0014527980381,-9.60933457905701,"patient tumor","liver"
"TCGA-EP-A26S-01",2.33383828793933,-9.65996317104006,"patient tumor","liver"
"TCGA-EP-A2KA-01",1.01135754121959,-8.33352190295313,"patient tumor","liver"
"TCGA-EP-A2KB-01",1.51784589205663,-7.93618253263376,"patient tumor","liver"
"TCGA-EP-A2KC-01",1.93022938921999,-9.35223859698185,"patient tumor","liver"
"TCGA-EP-A3JL-01",1.17680864682868,-8.64278527509601,"patient tumor","liver"
"TCGA-EP-A3RK-11",-0.951589797160558,-9.63030997388424,"patient tumor","liver"
"TCGA-EP-A3RK-01",1.87377250159723,-8.94546243826922,"patient tumor","liver"
"TCGA-ES-A2HS-01",1.37953431426992,-8.92701660704325,"patient tumor","liver"
"TCGA-ES-A2HT-11",-0.628458992840185,-9.17922392023238,"patient tumor","liver"
"TCGA-ES-A2HT-01",1.3599202725351,-8.97862726863548,"patient tumor","liver"
"TCGA-FV-A23B-11",-0.455929934844856,-9.21345479300986,"patient tumor","liver"
"TCGA-FV-A23B-01",1.46060007671798,-7.75473274520322,"patient tumor","liver"
"TCGA-FV-A2QQ-01",1.34706176098276,-8.81581172824797,"patient tumor","liver"
"TCGA-FV-A2QR-11",-0.467491889596768,-8.98756130136041,"patient tumor","liver"
"TCGA-FV-A2QR-01",0.470640812836607,-8.97010268748567,"patient tumor","liver"
"TCGA-FV-A3I0-11",-1.22842828365026,-9.79174443981922,"patient tumor","liver"
"TCGA-FV-A3I0-01",0.206198954113556,-4.61088906189178,"patient tumor","liver"
"TCGA-FV-A3I1-11",-0.934393612450259,-9.57039123372921,"patient tumor","liver"
"TCGA-FV-A3I1-01",0.699686338346035,-8.70178790590217,"patient tumor","liver"
"TCGA-FV-A3R2-11",-0.744204583437553,-9.25210964870762,"patient tumor","liver"
"TCGA-FV-A3R2-01",0.738647617763114,-9.23109050879588,"patient tumor","liver"
"TCGA-FV-A3R3-01",0.241603857364808,-8.31496998863037,"patient tumor","liver"
"TCGA-FV-A495-01",1.32655258509019,-8.76435198663599,"patient tumor","liver"
"TCGA-FV-A496-01",0.250822550165712,-9.38429550867292,"patient tumor","liver"
"TCGA-FV-A4ZP-01",1.621011809589,-8.30879600372669,"patient tumor","liver"
"TCGA-FV-A4ZQ-01",1.93905600827686,-8.47649730062165,"patient tumor","liver"
"TCGA-G3-A25S-01",1.408310381543,-8.73859062523504,"patient tumor","liver"
"TCGA-G3-A25T-01",0.227253163524709,-4.83685821589632,"patient tumor","liver"
"TCGA-G3-A25U-01",0.486295401903989,-9.54591672977477,"patient tumor","liver"
"TCGA-G3-A25V-01",1.02648513083768,-8.92329088964545,"patient tumor","liver"
"TCGA-G3-A25X-01",1.00787902114317,-7.98797274779668,"patient tumor","liver"
"TCGA-G3-A25Y-01",0.880619990460763,-7.68523770072792,"patient tumor","liver"
"TCGA-G3-A25Z-01",1.13191089895916,-9.09968589850897,"patient tumor","liver"
"TCGA-G3-A3CG-01",0.91576982179924,-8.9476432379838,"patient tumor","liver"
"TCGA-G3-A3CH-11",-0.842974179902206,-9.61259817056641,"patient tumor","liver"
"TCGA-G3-A3CH-01",0.446829100061775,-8.94039954354586,"patient tumor","liver"
"TCGA-G3-A3CI-01",-0.622080513133242,-9.44327411036775,"patient tumor","liver"
"TCGA-G3-A3CJ-01",2.232052911259,-9.7049536288068,"patient tumor","liver"
"TCGA-G3-A3CK-01",2.15426750074005,-9.46693425269312,"patient tumor","liver"
"TCGA-G3-A5SI-01",0.453187988178719,-9.41775386212388,"patient tumor","liver"
"TCGA-G3-A5SJ-01",0.522086556842167,-7.87595304883904,"patient tumor","liver"
"TCGA-G3-A5SK-01",-0.9192120100682,-9.70699976272283,"patient tumor","liver"
"TCGA-G3-A5SL-01",2.2645566091835,-9.62555659947362,"patient tumor","liver"
"TCGA-G3-A5SM-01",0.947024675626279,-8.7366920515006,"patient tumor","liver"
"TCGA-G3-A6UC-01",2.30731166979875,-9.67396760144545,"patient tumor","liver"
"TCGA-G3-A7M5-01",0.755147543285169,-9.50346290185254,"patient tumor","liver"
"TCGA-G3-A7M6-01",0.629752121873357,-7.36685206996683,"patient tumor","liver"
"TCGA-G3-A7M7-01",1.20781376572324,-9.05944744622284,"patient tumor","liver"
"TCGA-G3-A7M8-01",-0.585635949414562,-9.49623739584844,"patient tumor","liver"
"TCGA-G3-A7M9-01",1.38210511646252,-7.53299660039343,"patient tumor","liver"
"TCGA-G3-AAUZ-01",1.28637643130124,-9.04083156346006,"patient tumor","liver"
"TCGA-G3-AAV0-01",1.29406544621434,-9.07067823798045,"patient tumor","liver"
"TCGA-G3-AAV1-01",2.10908697336532,-9.44561216952953,"patient tumor","liver"
"TCGA-G3-AAV2-01",2.38825787844191,-9.82580903322737,"patient tumor","liver"
"TCGA-G3-AAV3-01",2.24515042299573,-9.43443656048165,"patient tumor","liver"
"TCGA-G3-AAV4-01",2.31362019459003,-9.64375163955195,"patient tumor","liver"
"TCGA-G3-AAV5-01",1.88551736764952,-9.25731359615539,"patient tumor","liver"
"TCGA-G3-AAV6-01",1.68942119025145,-7.89001048012194,"patient tumor","liver"
"TCGA-G3-AAV7-01",0.570667628498675,-7.8142033371292,"patient tumor","liver"
"TCGA-GJ-A3OU-01",0.595118094147903,-8.14876571708115,"patient tumor","liver"
"TCGA-GJ-A6C0-01",0.596144511294309,-8.96074900094437,"patient tumor","liver"
"TCGA-GJ-A9DB-01",0.559322093546817,-9.07521534073915,"patient tumor","liver"
"TCGA-HP-A5MZ-01",0.919172531251424,-8.52742852612944,"patient tumor","liver"
"TCGA-HP-A5N0-01",0.0727520808815128,-9.36403186096018,"patient tumor","liver"
"TCGA-K7-A5RF-01",-0.620422660458649,-9.19098193698533,"patient tumor","liver"
"TCGA-K7-A5RG-01",0.598039199183205,-8.59465021222694,"patient tumor","liver"
"TCGA-K7-A6G5-01",1.16963484375819,-8.97604790853574,"patient tumor","liver"
"TCGA-K7-AAU7-01",0.463294783198666,-7.50669287227405,"patient tumor","liver"
"TCGA-KR-A7K0-01",1.92860067480517,-9.3482510672932,"patient tumor","liver"
"TCGA-KR-A7K2-01",1.1671794221321,-8.63135967307798,"patient tumor","liver"
"TCGA-KR-A7K7-01",1.75398211430685,-8.51401099427714,"patient tumor","liver"
"TCGA-KR-A7K8-01",1.04718780195357,-8.77574511175093,"patient tumor","liver"
"TCGA-LG-A6GG-01",0.566151899157655,-9.26404051426517,"patient tumor","liver"
"TCGA-LG-A9QC-01",2.29101156594562,-9.63012985379219,"patient tumor","liver"
"TCGA-LG-A9QD-01",1.10148137699323,-9.14092679292779,"patient tumor","liver"
"TCGA-MI-A75C-01",1.68526597284251,-8.99410333507502,"patient tumor","liver"
"TCGA-MI-A75E-01",1.13602983767066,-8.94330605983288,"patient tumor","liver"
"TCGA-MI-A75G-01",0.988108619032647,-9.4237536355619,"patient tumor","liver"
"TCGA-MI-A75H-01",2.22667002300219,-9.64578663676813,"patient tumor","liver"
"TCGA-MI-A75I-01",0.938874660291808,-9.10649627729958,"patient tumor","liver"
"TCGA-MR-A520-01",-0.634968430249136,-9.54610174731232,"patient tumor","liver"
"TCGA-MR-A8JO-01",0.255907247243586,-8.17111836685176,"patient tumor","liver"
"TCGA-NI-A4U2-01",-0.111303604369612,-9.61704290079073,"patient tumor","liver"
"TCGA-NI-A8LF-01",1.94455379288213,-9.43337050604815,"patient tumor","liver"
