,feature,corr,p-value,q-value,EGFRi
BRD:BRD-K15957397-001-05-9,ANTHRAQUINONE,0.0501415338540526,0.1469876124671855,0.701942340293867,
BRD:BRD-A94993966-001-05-1,VILDAGLIPTIN,0.0501251290220214,0.2471034777140207,0.7951173770270534,
BRD:BRD-K26989966-001-03-5,UNC1999,0.050110542217726,0.2389808600691697,0.7894419614766626,
BRD:BRD-A06390036-001-04-6,HYDROQUINIDINE,0.0500918248447688,0.239156568984444,0.7894419614766626,
BRD:BRD-K19672466-001-02-3,ETHIMIZOL,0.0500867782720282,0.2375076378898289,0.7884872335437793,
BRD:BRD-K87112191-001-04-5,PP242,0.0500016251567756,0.2391540403496237,0.7894419614766626,
BRD:BRD-K45916615-066-02-5,DANOFLOXACIN,0.0499544377251222,0.2456321839413306,0.7935654929943812,
BRD:BRD-K85066592-001-01-6,GLY-GLN,0.0499363386458749,0.2440605768107697,0.7919677796443486,
BRD:BRD-K11717138-001-30-3,BENZBROMARONE,0.0498479715267325,0.2497298627115934,0.7961261219070317,
BRD:BRD-K92830582-003-10-5,PROPRANOLOL-(R),0.0498337737627113,0.2433025844760872,0.7919677796443486,
BRD:BRD-K47079459-004-04-6,CETRIMONIUM,0.0498211919347517,0.246895386848541,0.7948885327067631,
BRD:BRD-A69275535-001-01-5,PINITOL,0.0498135584743514,0.2409277476743909,0.7914649154552769,
BRD:BRD-K34675210-003-01-4,CBIPES,0.0497899289057739,0.2813847459991163,0.8174771515224016,
BRD:BRD-K14175878-001-01-6,MK-0812,0.0497201457550952,0.2509476888248175,0.7974837701874022,
BRD:BRD-K08791496-001-01-0,FENACLON,0.0496790501718483,0.2540282371055029,0.8007149371128414,
BRD:BRD-K47635719-001-21-1,DEXAMETHASONE-ACETATE,0.0496436768046008,0.2425378718931003,0.7919677796443486,
BRD:BRD-K41869275-001-02-8,2-PHENYLMELATONIN,0.0496396873253702,0.241726550011488,0.7915674619187127,
BRD:BRD-K53913008-001-01-5,CP-316819,0.0496338461193469,0.2828976348462716,0.8184544595333371,
BRD:BRD-K04622161-001-02-3,YO-01027,0.0495207987229005,0.244560792272271,0.7919677796443486,
BRD:BRD-K58513245-304-02-7,PAMIDRONATE,0.0495125570281381,0.257438666511485,0.8031527835957287,
BRD:BRD-K49481516-004-18-3,GALANTAMINE,0.0493796084320312,0.2480622399918735,0.7961261219070317,
BRD:BRD-K12068470-001-04-1,LY2608204,0.0493549982112672,0.2444402342774277,0.7919677796443486,
BRD:BRD-K90756851-001-01-1,K-RAS(G12C)-INHIBITOR-12,0.0493541223585768,0.1529584505808724,0.7085378216868055,
BRD:BRD-K56851771-001-06-8,ENZALUTAMIDE,0.0493204385230031,0.2456223039983934,0.7935654929943812,
BRD:BRD-K98384930-003-01-5,FINAFLOXACIN,0.0492577438587651,0.2488002167833913,0.7961261219070317,
BRD:BRD-K95600043-001-01-5,NPY-5RA972,0.04925348616429,0.246691751907017,0.7948885327067631,
BRD:BRD-K21718444-001-06-8,KW-2449,0.0492175634595094,0.2457578813721412,0.7935654929943812,
BRD:BRD-K15014948-001-10-3,TRANEXAMIC-ACID,0.0491739027202468,0.2548632728040104,0.8019280105525053,
BRD:BRD-K39120595-304-04-7,BITHIONOL,0.049127532448226,0.2487613834914816,0.7961261219070317,
BRD:BRD-A06784547-001-03-9,MRS-1334,0.0490775821578159,0.1557696487269246,0.7118424122276416,
BRD:BRD-K31731454-237-04-9,PEMIROLAST,0.049057412725311,0.1551990936107624,0.7118424122276416,
BRD:BRD-K97009491-238-05-9,CALCIUM-LEVOFOLINATE,0.0490145819882635,0.1570473353600247,0.7147088892988666,
BRD:BRD-A89672324-001-03-0,CGP-55845,0.049006205989406,0.2520954534007426,0.7992626327343545,
BRD:BRD-K27529556-001-04-9,EPIGALLOCATECHIN-(-),0.0490019541261381,0.1571543727746381,0.7147088892988666,
BRD:BRD-K38687824-001-02-5,BETA-AMYLOID-SYNTHESIS-INHIBITOR,0.0489969471375102,0.2500229415504316,0.7961261219070317,
BRD:BRD-A68942014-003-01-7,AMITIFADINE,0.0489153908885819,0.2495259721260802,0.7961261219070317,
BRD:BRD-K71799949-001-36-4,CARBAMAZEPINE,0.0489139108200986,0.2495403152021694,0.7961261219070317,
BRD:BRD-K55773932-001-02-0,BMS-806,0.0488569054537656,0.2509506921480687,0.7974837701874022,
BRD:BRD-K49840922-001-05-1,ETOFYLLINE-CLOFIBRATE,0.0488015320565607,0.2540840561181165,0.8007149371128414,
BRD:BRD-K66998413-300-01-6,EB-47,0.0487896139966655,0.291175789609395,0.8259726519793856,
BRD:BRD-K24696047-001-02-3,NVP-AEW541,0.0487035833088778,0.2541703285637506,0.8007149371128414,
BRD:BRD-K55029398-001-01-6,JNJ-40411813,0.0486778728337056,0.260138396862408,0.8044198669837929,
BRD:BRD-K55044200-001-15-3,AMOXICILLIN,0.0486701667515232,0.2510552691968752,0.7974837701874022,
BRD:BRD-K83988098-003-03-4,ALVESPIMYCIN,0.0486423761069182,0.2659065014173466,0.8090090211515737,
BRD:BRD-K35304636-001-01-0,EXAMORELIN,0.0486214507275785,0.2602463793155737,0.8044198669837929,
BRD:BRD-K37130656-001-04-6,RIVAROXABAN,0.0486136358500393,0.2585503837920689,0.8033533045243706,
BRD:BRD-A31362467-065-01-3,CAPREOMYCIN,0.048604935121512,0.2608540518332918,0.8051767626824556,
BRD:BRD-K92606079-001-02-0,ML314,0.0485451982837782,0.2930867040590347,0.8259726519793856,
BRD:BRD-K82960980-003-02-7,CEFTIOFUR,0.0485288236554122,0.2670254372313894,0.8090090211515737,
BRD:BRD-K60798049-001-03-8,FANETIZOLE,0.0484809509522165,0.2616278374710614,0.806073841034669,
BRD:BRD-K08681769-323-03-7,IBANDRONATE,0.048473019628448,0.2675765068404999,0.8090090211515737,
BRD:BRD-K61250553-003-32-2,LOPERAMIDE,0.0484504515344732,0.2532037358187433,0.8001093844713779,
BRD:BRD-K62374002-001-01-5,PI3K-IN-2,0.0484093263444248,0.2623340250230143,0.8068458214888272,
BRD:BRD-K32322923-001-01-7,LPA2-ANTAGONIST-1,0.048408195825366,0.2944526567797192,0.8259726519793856,
BRD:BRD-A03506276-001-01-5,XL888,0.0483888954581522,0.2559558646192813,0.8031527835957287,
BRD:BRD-K82850175-001-01-1,NAVARIXIN,0.0483675499595395,0.2540176907438899,0.8007149371128414,
BRD:BRD-A11815689-001-01-1,PROSCILLARIDIN-A,0.0482958685141295,0.2568720861394443,0.8031527835957287,
BRD:BRD-K69600043-328-05-5,THIETHYLPERAZINE,0.0482113250093683,0.2555564905816482,0.8029875195893416,
BRD:BRD-A68888262-003-15-1,AZELASTINE,0.048194182827872,0.2565832464199536,0.8031527835957287,
BRD:BRD-K11558771-001-13-9,DROXINOSTAT,0.048142085082907,0.2579596705369542,0.8031527835957287,
BRD:BRD-K96786677-323-02-0,OXACILLIN,0.0481333794388882,0.2673096407467134,0.8090090211515737,
BRD:BRD-K33219225-001-01-9,ALLYLISOTHIOCYANATE,0.048123419298958,0.2710465753402574,0.8104543048932551,
BRD:BRD-K51751936-001-09-1,ALFADOLONE-ACETATE,0.0481021289906249,0.2566358891994526,0.8031527835957287,
BRD:BRD-K89402695-001-02-3,L-655240,0.0480664150662183,0.2595747523910787,0.8044198669837929,
BRD:BRD-K87465484-001-02-7,UNC0646,0.0480559122777256,0.2662845687120254,0.8090090211515737,
BRD:BRD-K57041787-001-02-6,DABIGATRAN-ETEXILATE,0.0479618664216167,0.2580270057241309,0.8031527835957287,
BRD:BRD-K74186897-001-12-4,CYTISINE,0.0478967673527158,0.2742326242827867,0.8133666139055165,
BRD:BRD-M89827113-001-01-5,CROMAKALIM,0.0477546187100174,0.2670694079932949,0.8090090211515737,
BRD:BRD-A40413915-003-01-2,NTNCB,0.0476349873896378,0.2634464562104075,0.8083071453681536,
BRD:BRD-K78659596-001-03-9,IXAZOMIB,0.0476044877191176,0.2659324069183787,0.8090090211515737,
BRD:BRD-K46556543-237-10-5,POTASSIUM-CANRENOATE,0.047546123008773,0.2768437637553156,0.8141456621390862,
BRD:BRD-K55512740-001-01-6,MK-8033,0.047540406123444,0.2630990764545755,0.8078414100758813,
BRD:BRD-K86003836-001-10-5,FLUBENDAZOLE,0.047520923013267,0.2641592934569964,0.8090090211515737,
BRD:BRD-K89055274-048-22-7,ALVERINE,0.0474257638440063,0.270381111758096,0.8104543048932551,
BRD:BRD-K88611939-001-22-4,ANIRACETAM,0.0474224375516983,0.2647187643447956,0.8090090211515737,
BRD:BRD-K21670884-001-01-9,CARIPORIDE,0.047420713595586,0.2673463177251546,0.8090090211515737,
BRD:BRD-K44771174-066-01-0,IBUTAMOREN,0.0473613506086523,0.2714776347306148,0.8104543048932551,
BRD:BRD-A29731977-001-04-5,17-HYDROXYPROGESTERONE-CAPROATE,0.0473017123020502,0.2659383500658103,0.8090090211515737,
BRD:BRD-K00003294-050-01-9,AVITINIB,0.0472607917258024,0.1709087543186568,0.7359952748496917,
BRD:BRD-K73589491-001-11-2,NIZATIDINE,0.0472038849799151,0.2677968971462626,0.8090090211515737,
BRD:BRD-K00004667-001-01-9,CILUPREVIR,0.0471896758318698,0.173094890513907,0.7359952748496917,
BRD:BRD-K64931368-003-01-4,AMINOCAPROIC-ACID,0.0471579795803439,0.2691341954004544,0.8090310046416189,
BRD:BRD-K11094367-001-10-1,ACETANILIDE,0.0471517283506725,0.2683265519997264,0.8090090211515737,
BRD:BRD-K22025381-003-01-9,U-18666A,0.0471398979607112,0.2675790665455087,0.8090090211515737,
BRD:BRD-A64242993-001-05-6,LANATOSIDE-C,0.047138190349245,0.2680298453133737,0.8090090211515737,
BRD:BRD-K00004578-001-01-9,KAF-156,0.0470872225147209,0.1724872555840531,0.7359952748496917,
BRD:BRD-A29644307-050-17-0,NOMIFENSINE,0.047085594465171,0.2668358425112169,0.8090090211515737,
BRD:BRD-A25182582-001-01-8,EDAGLITAZONE,0.0470546428338807,0.3086932204479463,0.830095881845815,
BRD:BRD-A29289453-001-04-7,PCA-4248,0.0470251958378621,0.2687462830764828,0.8090090211515737,
BRD:BRD-K11267252-001-04-4,ALECTINIB,0.0470018436308012,0.2778274117809775,0.8155974019566791,
BRD:BRD-A28545468-003-16-6,SELEGILINE,0.0469855582883061,0.2691504468731129,0.8090310046416189,
BRD:BRD-A83029242-001-05-3,PRASUGREL,0.0469823566604603,0.2713606152695761,0.8104543048932551,
BRD:BRD-A43885598-001-08-1,SID-7969543,0.0469735000202941,0.2831377818720182,0.8184544595333371,
BRD:BRD-K90789829-001-07-8,NEFAZODONE,0.046968927142226,0.2701885761960713,0.8104543048932551,
BRD:BRD-K25224017-001-25-0,PIRENPERONE,0.0469606163370316,0.2715827019812142,0.8104543048932551,
BRD:BRD-K99741577-001-01-7,SANT-1,0.0469036274817713,0.2686906559062892,0.8090090211515737,
BRD:BRD-K00317371-001-06-1,RITA,0.0468840959848778,0.2835948390122272,0.8184544595333371,
BRD:BRD-K43149758-001-22-7,MYRICETIN,0.0468667852294657,0.2725426508033414,0.8116424709723611,
BRD:BRD-K11663430-001-02-3,PYROXAMIDE,0.046851917919454,0.2705161745094466,0.8104543048932551,
BRD:BRD-K66830666-001-02-7,BAZ2-ICR,0.0467768615385939,0.1761110132965613,0.7388983896694176,
BRD:BRD-K60931454-003-01-3,SR-140333,0.0467763659705834,0.3110492692747951,0.832716539940324,
BRD:BRD-K36116267-001-15-3,PYRITHYLDIONE,0.0467756436559591,0.2721669637852107,0.811140396097553,
BRD:BRD-K83192048-050-02-7,DIMETHINDENE-(S)-(+),0.0467541371809814,0.2745761943608031,0.8133666139055165,
BRD:BRD-K23902832-001-01-7,R112,0.0467162520964597,0.1761553317185619,0.7388983896694176,
BRD:BRD-K30485548-050-01-6,SUMANIROLE,0.0466957546418348,0.2796212339704955,0.8165636638587129,
BRD:BRD-K18961567-001-01-1,LY2801653,0.0466413502808029,0.2748584412535102,0.8133666139055165,
BRD:BRD-K34122555-057-11-5,DENATONIUM-BENZOATE,0.0465970261049219,0.2735686394599567,0.812567797247023,
BRD:BRD-K56558538-003-11-9,AMBROXOL,0.0465904274226844,0.2719037819456851,0.8107189342563239,
BRD:BRD-K92150287-066-01-2,EXATECAN-MESYLATE,0.0464718825533547,0.2766081033012706,0.8141279228216102,
BRD:BRD-K84925803-001-01-9,T-5224,0.0464315283707041,0.280563725168152,0.8173432784523413,
BRD:BRD-K93176058-001-03-6,AC-55649,0.0463167416651245,0.2782164733356919,0.8159506496664002,
BRD:BRD-K33082088-001-03-3,RETAPAMULIN,0.046298346961869,0.2757895813015585,0.8141279228216102,
BRD:BRD-A79803969-003-16-1,MEMANTINE,0.046289428892498,0.278500284992471,0.8159506496664002,
BRD:BRD-K24864897-001-01-0,JNJ-26990990,0.0462502723442064,0.2842391233798909,0.8191217832693691,
BRD:BRD-K13044802-213-20-7,CICLOPIROX,0.0462076302496667,0.2758664042017212,0.8141279228216102,
BRD:BRD-A34788695-003-10-2,TETRACYCLINE,0.0461895548299729,0.2853226706456092,0.8192901335886121,
BRD:BRD-K93611241-001-02-2,DIACETAMATE,0.0460880320609974,0.2788489162701951,0.8159506496664002,
BRD:BRD-K00005329-074-01-9,LEVAMLODIPINE,0.0460303994897665,0.1823339749471041,0.7447836545080124,
BRD:BRD-K61337602-003-02-1,NARATRIPTAN,0.0459904210743328,0.2803057842827104,0.8173432784523413,
BRD:BRD-K60171656-001-01-6,ARQ-092,0.0458629217528119,0.321119980664205,0.8433471255785644,
BRD:BRD-K45841694-001-11-7,IU1,0.0458311292283159,0.2945598744355011,0.8259726519793856,
BRD:BRD-K36574127-001-01-3.1,BRD:BRD-K36574127-001-01-3.1,0.0458285808458706,0.2886575648079287,0.8233406496100012,
BRD:BRD-K36574127-001-01-3,LAROTRECTINIB,0.0458285808458706,0.2886575648079287,0.8233406496100012,
BRD:BRD-K68693535-001-03-4,LIDAMIDINE,0.0458066172826644,0.2809269629566986,0.8174771515224016,
BRD:BRD-K00003180-001-01-9,VERUCERFONT,0.0457392665662549,0.1853805227963495,0.7484794210024623,
BRD:BRD-K82028950-300-02-9,CGH2466,0.0457360576288254,0.284292786305057,0.8191217832693691,
BRD:BRD-K00004599-001-01-9,PRN1008,0.045728260637074,0.1852241451302068,0.7484794210024623,
BRD:BRD-A78391468-001-02-8,PREDNISOLONE-HEMISUCCINATE,0.0456883724146668,0.283479983704476,0.8184544595333371,
BRD:BRD-K43236057-001-07-1,POLYDATIN,0.0456591267566142,0.2963775838884542,0.8259726519793856,
BRD:BRD-K94176593-001-09-4,TWS-119,0.0456507281949462,0.2851931697994349,0.8192901335886121,
BRD:BRD-A61221616-001-04-3,MEDROXYPROGESTERONE-ACETATE,0.0456480114316904,0.2817298286618588,0.8174771515224016,
BRD:BRD-K28863208-001-02-0,PNU-282987,0.0456456836673442,0.2852464590407055,0.8192901335886121,
BRD:BRD-K59037100-001-14-7,OXYBENZONE,0.0456246640351156,0.2819762704939089,0.8174771515224016,
BRD:BRD-K30019776-003-01-5,DEXFOSFOSERINE,0.0456061499353419,0.296938943278391,0.8259726519793856,
BRD:BRD-K00003129-001-01-9,CRENIGACESTAT,0.0456012103843656,0.1867123643986395,0.750010861800114,
BRD:BRD-K46914825-300-01-0,ZIMELIDINE,0.045584873873958,0.2863298056073142,0.8203469601008148,
BRD:BRD-A11990600-001-03-4,LORAZEPAM,0.045486654389426,0.2936297769656558,0.8259726519793856,
BRD:BRD-A92177080-001-02-1,BETAMETHASONE-ACETATE,0.0453612482790541,0.2936078868839162,0.8259726519793856,
BRD:BRD-K63784565-001-06-2,10-HYDROXYCAMPTOTHECIN,0.0453555919822975,0.299603537021938,0.8264394193787412,
BRD:BRD-K00003227-001-01-9,RALINEPAG,0.0453532852020803,0.1888579144330221,0.7518094238743884,
BRD:BRD-K33483813-001-10-0,ACTARIT,0.045339559131769,0.2884928589520962,0.8233406496100012,
BRD:BRD-K54316499-046-04-5,TOLTERODINE,0.0452875478180102,0.2925975217249762,0.8259726519793856,
BRD:BRD-A81129465-001-03-8,FENOPROFEN,0.0452170154723599,0.2965037318430579,0.8259726519793856,
BRD:BRD-K25244359-066-03-4,APATINIB,0.0452022988807986,0.3012415715095331,0.8264394193787412,
BRD:BRD-K00003258-001-01-9,EDASALONEXENT,0.0451764850825726,0.1908539608543801,0.7541279948774261,
BRD:BRD-K09900591-001-26-7,CAFFEIC-ACID,0.0451512735289268,0.3017881267013249,0.8264394193787412,
BRD:BRD-K19972289-001-01-4,OCTINOXATE,0.045053308504583,0.2897950363616028,0.8246209440935505,
BRD:BRD-K63861289-001-19-6,MOLSIDOMINE,0.044947602947484,0.2913671133793159,0.8259726519793856,
BRD:BRD-K24790130-001-07-1,TRICAPRYLIN,0.044913907328562,0.2912914888989947,0.8259726519793856,
BRD:BRD-K34851558-001-02-3,PARTHENOLIDE-(-),0.0449043501771408,0.2931507811575383,0.8259726519793856,
BRD:BRD-K11153516-001-05-5,INIPARIB,0.0448892095939442,0.3000228547024996,0.8264394193787412,
BRD:BRD-K00004639-001-01-9,ORMELOXIFENE,0.0448827172063959,0.195093498340879,0.7596096561132005,
BRD:BRD-K25690923-001-02-4,4-IODO-6-PHENYLPYRIMIDINE,0.0448085063880761,0.2941832966578488,0.8259726519793856,
BRD:BRD-K11099631-001-07-6,GADOTERATE-MEGLUMINE,0.0447943533540829,0.301046332623544,0.8264394193787412,
BRD:BRD-K13486660-001-01-0,SULFACARBAMIDE,0.0447826019013769,0.2909621255843782,0.8259726519793856,
BRD:BRD-K00004718-001-01-9,ALANOSINE,0.0447790814509656,0.1945236214559457,0.7591666305121259,
BRD:BRD-K00003170-001-01-9,PAVINETANT,0.0447786243030062,0.1961322778722095,0.7609840944482349,
BRD:BRD-A82035391-001-02-7,TOLVAPTAN,0.0447601204043114,0.2920748410881024,0.8259726519793856,
BRD:BRD-K59045783-001-01-1,FAROPENEM-MEDOXOMIL,0.0447553555068584,0.2947569326599117,0.8259726519793856,
BRD:BRD-K39467894-001-06-7,NITHIAMIDE,0.0447446624489446,0.3015834111097242,0.8264394193787412,
BRD:BRD-K02733959-236-07-7,CEFUROXIME,0.0447428079867472,0.293135287527356,0.8259726519793856,
BRD:BRD-K77564118-001-03-1,FENOVERINE,0.0447358503440289,0.3003209146017239,0.8264394193787412,
BRD:BRD-K16136380-001-01-7,PYRITHIONE-ZINC,0.0447021258578897,0.3066275294090677,0.8286301734986383,
BRD:BRD-K53788420-001-01-1,AC-186,0.0446805860970038,0.3337663258393566,0.8527128718094978,
BRD:BRD-K53720352-001-03-2,CINALUKAST,0.044669499384548,0.296126588632584,0.8259726519793856,
BRD:BRD-K55677650-003-02-9,CO-101244,0.0446399106748102,0.2960054556350316,0.8259726519793856,
BRD:BRD-K22009844-001-12-5,PHENPROBAMATE,0.0445666285364799,0.2932974438162442,0.8259726519793856,
BRD:BRD-A92439610-001-05-7,TRIAMCINOLONE-ACETONIDE,0.0445412013268881,0.2944438729233342,0.8259726519793856,
BRD:BRD-K64157027-003-02-7,ZD-2079,0.0444990912777345,0.2966524587070262,0.8259726519793856,
BRD:BRD-K88061624-001-21-4,MIZORIBINE,0.0444884888703974,0.3098750136320224,0.8319144519201636,
BRD:BRD-K90777969-300-01-2,CUTAMESINE,0.0444641138952148,0.2957177670555279,0.8259726519793856,
BRD:BRD-K25290930-001-03-9,FENEBRUTINIB,0.0443971901935037,0.1999733111454054,0.7639791747831236,
BRD:BRD-K90065682-300-02-6,5-IODO-A-85380,0.0443952635327197,0.2960302545168913,0.8259726519793856,
BRD:BRD-K32273377-001-17-9,SULFADIAZINE,0.0443575395173104,0.2986332322855726,0.8264394193787412,
BRD:BRD-K68653965-001-01-1,PICOLAMINE,0.0443083372809864,0.2978522612428506,0.8261369002201265,
BRD:BRD-K02152879-414-02-1,SIVELESTAT,0.0442568232346144,0.3059832878964563,0.8274722708426508,
BRD:BRD-K30550578-001-01-3,PF-04620110,0.0441783444993649,0.3014743321487464,0.8264394193787412,
BRD:BRD-A37347161-003-02-6,BRL-52537,0.0441563785746318,0.2990761939852667,0.8264394193787412,
BRD:BRD-K00003481-001-01-9,PAT-1251,0.0441562704854889,0.2024274535576713,0.767555036643914,
BRD:BRD-K41918892-001-05-9,A-769662,0.0441218706880577,0.2998921233412315,0.8264394193787412,
BRD:BRD-K30764557-001-01-5,MIOCAMYCIN,0.0440981990891978,0.3072697138021527,0.8299398598355913,
BRD:BRD-A75919782-399-02-6,LEUCOVORIN,0.0440711207806111,0.3022083374468273,0.8264394193787412,
BRD:BRD-A25687296-300-04-3,EMETINE,0.0440429133913954,0.3011973108606869,0.8264394193787412,
BRD:BRD-K83023055-001-02-7,GR-135531,0.0440269775553248,0.3004959461503454,0.8264394193787412,
BRD:BRD-K73368362-001-07-5,BIX-02189,0.0439979549100542,0.3030124563968636,0.8267277781049864,
BRD:BRD-K43389675-003-16-7,DAUNORUBICIN,0.0439306083040373,0.3150593800328042,0.8367233156196292,
BRD:BRD-K00004662-001-01-9,NEMAZOLINE,0.0438977711861227,0.2050849555538535,0.7684049713435883,
BRD:BRD-K79884267-001-01-4,RETINALDEHYDE,0.0438666502890562,0.3044590951805565,0.8269159685331415,
BRD:BRD-K10836013-001-01-3,SITAFLOXACIN,0.0438139330883852,0.3015341494841418,0.8264394193787412,
BRD:BRD-M29182745-001-01-4,AMMONIUM-LACTATE,0.0437825677576895,0.3256565854102722,0.8455783490385391,
BRD:BRD-K78789465-001-02-4,PENTAGASTRIN,0.0437763776460593,0.3036961646398823,0.8268113887356034,
BRD:BRD-A65671304-001-07-5,CANDESARTAN-CILEXETIL,0.0437507820610073,0.3057394565978488,0.8271488427584225,
BRD:BRD-A65671304-001-07-5.1,BRD:BRD-A65671304-001-07-5.1,0.0437507820610073,0.3057394565978488,0.8271488427584225,
BRD:BRD-K34303607-300-01-4,CKI-7,0.0437210944464642,0.2060995150370494,0.7685966082952009,
BRD:BRD-K08252256-236-33-8,DICLOFENAC,0.0437046664167842,0.3129700332431382,0.8351721368067392,
BRD:BRD-K11046126-001-02-0,VUF10166,0.0436662409155374,0.3049155134954003,0.8271488427584225,
BRD:BRD-K36467523-001-02-8,BINDARIT,0.0436014439808796,0.3082800942913163,0.830095881845815,
BRD:BRD-K08657056-300-01-1,WAY-207024,0.0436004882946629,0.3455951710043743,0.8563351874012372,
BRD:BRD-K97883416-001-01-4,BMS-626529,0.0434886520626245,0.3194946368584522,0.8418825815635229,
BRD:BRD-K13926615-003-03-3,VARDENAFIL,0.043451838399977,0.3055507286579884,0.8271488427584225,
BRD:BRD-M30288325-001-01-4,G-15,0.0433387992382029,0.3081216067176214,0.830095881845815,
BRD:BRD-K64103579-003-02-9,ZLN024,0.0432885756065394,0.2106267292113068,0.7730720854955242,
BRD:BRD-K70557564-305-03-6,ZOSUQUIDAR,0.0432729564977607,0.3084204225770008,0.830095881845815,
BRD:BRD-K00003390-003-01-9,YL0919,0.0432375258026144,0.211987317891501,0.7739252135388065,
BRD:BRD-K47780086-001-07-9,PENCICLOVIR,0.0431678279973985,0.3135645386712637,0.8356804222486087,
BRD:BRD-K97643133-003-09-3,AMIPRILOSE,0.043148000377291,0.3089482720357359,0.830095881845815,
BRD:BRD-K24201553-003-11-5,SB-269970,0.0431386432583026,0.31036328309589,0.8319888821101843,
BRD:BRD-K38580127-003-15-4,SEROTONIN,0.0431053917775921,0.3164977932404987,0.838536532986566,
BRD:BRD-K19456237-001-27-6,PIRACETAM,0.0429648012011077,0.3145185435988468,0.8365203820207721,
BRD:BRD-K50891186-001-04-4,GR-103691,0.0429158792282368,0.3137481949233764,0.8356804222486087,
BRD:BRD-K05638300-001-01-2,SEVOFLURANE,0.042900110129378,0.3265563691603905,0.8469267730798572,
BRD:BRD-A64125466-236-04-6,DEHYDROCHOLATE,0.0428960342900974,0.3139722233036041,0.835836490505956,
BRD:BRD-K00003488-001-01-9,SULTIAME,0.0428685461279377,0.2159169418048331,0.7763984418708384,
BRD:BRD-K69191882-065-01-6,GUANIDINOETHYLDISULFIDE-BICARBONATE,0.0428399036830492,0.2153984545001662,0.7763984418708384,
BRD:BRD-K49545903-003-01-4,"4,4-PENTAMETHYLENEPIPERIDINE",0.0428323230222318,0.3160143891849564,0.8375890936279619,
BRD:BRD-K44309363-003-02-1,DEXNIGULDIPINE,0.0428285899749058,0.3196183144852607,0.8418825815635229,
BRD:BRD-K00004567-001-01-9,FLORIFENINE,0.0427183865615469,0.2175310365417566,0.7773671924522821,
BRD:BRD-K20568871-001-01-1,TIFENAZOXIDE,0.0427005697681481,0.3551376156438578,0.8610745312631481,
BRD:BRD-K56957086-001-06-3,DACINOSTAT,0.0426497140313301,0.3145738676529953,0.8365203820207721,
BRD:BRD-K75080769-001-01-6,"TRANS-4-[8-(3-FLUOROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]CYCLOHEXANECARBOXYLIC-ACID",0.0426468809758067,0.3146060433433483,0.8365203820207721,
BRD:BRD-A29520968-001-02-7,ACIFRAN,0.0425645137318373,0.3190524953866421,0.8416210436942406,
BRD:BRD-K62696033-001-01-4,G-1,0.0425503485309096,0.3170139816135814,0.8389448271508415,
BRD:BRD-A64977602-001-15-9,MIRTAZAPINE,0.0425327625987803,0.318091715607677,0.8405881640795252,
BRD:BRD-K66035042-001-10-1,SORBITOL,0.0425123620896593,0.3183240994998125,0.8405881640795252,
BRD:BRD-K42679050-001-02-1,Y-27152,0.0424590203010934,0.3238158348020519,0.8448159177420468,
BRD:BRD-K97118047-001-03-8,"4,5,6,7-TETRABROMOBENZOTRIAZOLE",0.0424489417056598,0.3181697405096577,0.8405881640795252,
BRD:BRD-A04203391-001-08-3,PIRICAPIRON,0.0423980343956961,0.3174406719276232,0.8396980507326642,
BRD:BRD-K83896451-001-06-7.1,BRD:BRD-K83896451-001-06-7.1,0.0423828141737661,0.3324288907388861,0.8527128718094978,
BRD:BRD-K83896451-001-06-7,GLUTAMINE-(L),0.0423828141737661,0.3324288907388861,0.8527128718094978,
BRD:BRD-A80017228-001-25-7,BENDROFLUMETHIAZIDE,0.0423515126005634,0.3184084334347495,0.8405881640795252,
BRD:BRD-K39339537-001-21-0,EPIRIZOLE,0.0422889229358161,0.3257597574772984,0.8455783490385391,
BRD:BRD-K05674516-001-01-7,PSI-7976,0.0422370577382432,0.3227930729987343,0.8437990891345004,
BRD:BRD-K05674516-001-01-7.1,BRD:BRD-K05674516-001-01-7.1,0.0422370577382432,0.3227930729987343,0.8437990891345004,
BRD:BRD-A19585813-003-03-3,METHYLPHENIDATE,0.0422233271719952,0.3211893165329622,0.8433471255785644,
BRD:BRD-M00184283-001-01-1,ACRYLATE,0.0422187876733458,0.2215792186214965,0.7795962500670276,
BRD:BRD-K16551357-001-03-2,EVACETRAPIB,0.0421942287965857,0.335513352865401,0.8527128718094978,
BRD:BRD-K42452249-001-02-5,EO-1428,0.0421104685269377,0.325132058185061,0.8448159177420468,
BRD:BRD-K17498618-344-02-6,BETAXOLOL,0.0420791170135562,0.3219705065503081,0.8433471255785644,
BRD:BRD-K17498618-344-02-6.1,BRD:BRD-K17498618-344-02-6.1,0.0420791170135562,0.3219705065503081,0.8433471255785644,
BRD:BRD-K89561498-001-01-7,SN-38,0.0420579590156567,0.3235289798517625,0.8447278226874645,
BRD:BRD-K25906698-303-02-7,IMMEPIP,0.0420240869582018,0.3230418053069355,0.8438200606315881,
BRD:BRD-K64835161-001-02-8,ML167,0.0420229792508591,0.3230545711249502,0.8438200606315881,
BRD:BRD-K31627533-001-09-5,RIMEXOLONE,0.0419635019350679,0.3250576677200384,0.8448159177420468,
BRD:BRD-K00003113-001-01-9,O-304,0.041896486677358,0.2265193232148981,0.7795962500670276,
